TableS4. Integrated SFTSV sequences for Strains annottated for all the three segments information,,,,,,,,,,,,,,,,,,
accession_L,length_L,collection_date_L,host_L,strain,country_original_L,segment_L,accession_M,length_M,collection_date_M,host_M,country_original_M,segment_M,accession_S,length,collection_date,host,country_original,segment
MZ501601,6368,9/24/2014,goat,U2014,South Korea,L,MZ501602,3378,9/24/2014,goat,South Korea,M,MZ501603,1746,41906,goat,South Korea,S
MK300945,6368,5/25/2017,Homo sapiens,XJ/HN2017,China,L,MK300946,3378,5/25/2017,Homo sapiens,China,M,MK300947,1745,42880,Homo sapiens,China,S
AB817979,6368,NA,Homo sapiens,YG1,Japan,L,AB817987,3378,NA,Homo sapiens,Japan,M,AB817995,1746,NA,Homo sapiens,Japan,S
KF374682,6368,3/7/2013,Homo sapiens,Zhao,China,L,KF374684,3378,3/7/2013,Homo sapiens,China,M,KF374683,1724,41340,Homo sapiens,China,S
KJ597825,6368,6/20/2011,Homo sapiens,Zhejiang/01/2011,China,L,KJ597824,3378,6/20/2011,Homo sapiens,China,M,KJ597823,1745,40714,Homo sapiens,China,S
KY273264,6368,1/1/2012,Homo sapiens,ZJ2012-03,China,L,KY273268,3365,1/1/2012,Homo sapiens,China,M,KY273272,1745,40909,Homo sapiens,China,S
KP280206,6368,10/26/2013,Homo sapiens,ZJ2013-06,China,L,KP280204,3378,10/26/2013,Homo sapiens,China,M,KP280205,1744,41573,Homo sapiens,China,S
KY273265,6368,1/1/2013,Homo sapiens,ZJ2013-07,China,L,KY273269,3378,1/1/2013,Homo sapiens,China,M,KY273273,1745,41275,Homo sapiens,China,S
KY273266,6368,1/1/2014,Homo sapiens,ZJ2014-01,China,L,KY273270,3378,1/1/2014,Homo sapiens,China,M,KY273274,1745,41640,Homo sapiens,China,S
KY273267,6368,1/1/2014,Homo sapiens,ZJ2014-02,China,L,KY273271,3378,1/1/2014,Homo sapiens,China,M,KY273275,1745,41640,Homo sapiens,China,S
KR017827,6368,5/11/2012,Homo sapiens,ZJZHSH-AM/China/05/2012,China,L,KR017846,3378,5/11/2012,Homo sapiens,China,M,KR017808,1724,41040,Homo sapiens,China,S
KR017839,6368,5/31/2012,Homo sapiens,ZJZHSH-CXD/China/05/2012,China,L,KR017858,3378,5/31/2012,Homo sapiens,China,M,KR017820,1724,41060,Homo sapiens,China,S
KR017840,6368,6/5/2012,Homo sapiens,ZJZHSH-FDE/China/06/2012,China,L,KR017859,3378,6/5/2012,Homo sapiens,China,M,KR017821,1724,41065,Homo sapiens,China,S
KR017843,6368,7/30/2013,Homo sapiens,ZJZHSH-FZHR/China/07/2013,China,L,KR017862,3378,7/30/2013,Homo sapiens,China,M,KR017824,1724,41485,Homo sapiens,China,S
KR017836,6368,6/11/2012,Homo sapiens,ZJZHSH-HCY/China/06/2012,China,L,KR017855,3378,6/11/2012,Homo sapiens,China,M,KR017817,1724,41071,Homo sapiens,China,S
KR017828,6368,5/11/2012,Homo sapiens,ZJZHSH-HYC/China/05/2012,China,L,KR017847,3378,5/11/2012,Homo sapiens,China,M,KR017809,1724,41040,Homo sapiens,China,S
KR017833,6368,7/2/2012,Homo sapiens,ZJZHSH-HYJ/China/07/2012,China,L,KR017852,3378,7/2/2012,Homo sapiens,China,M,KR017814,1724,41092,Homo sapiens,China,S
KR017838,6368,6/20/2012,Homo sapiens,ZJZHSH-LHZH/China/06/2012,China,L,KR017857,3378,6/20/2012,Homo sapiens,China,M,KR017819,1724,41080,Homo sapiens,China,S
KR017831,6368,10/21/2011,Homo sapiens,ZJZHSH-LU/China/10/2011,China,L,KR017850,3378,10/21/2011,Homo sapiens,China,M,KR017812,1724,40837,Homo sapiens,China,S
KR017844,6368,8/6/2014,Homo sapiens,ZJZHSH-LWL/China/08/2014,China,L,KR017863,3378,8/6/2014,Homo sapiens,China,M,KR017825,1724,41857,Homo sapiens,China,S
KR017829,6368,5/18/2012,Homo sapiens,ZJZHSH-SHZ/China/05/2012,China,L,KR017848,3378,5/18/2012,Homo sapiens,China,M,KR017810,1724,41047,Homo sapiens,China,S
KR017845,6368,8/3/2014,Homo sapiens,ZJZHSH-WRF/China/08/2014,China,L,KR017864,3378,8/3/2014,Homo sapiens,China,M,KR017826,1724,41854,Homo sapiens,China,S
KR017835,6368,8/2/2012,Homo sapiens,ZJZHSH-WSH/China/08/2012,China,L,KR017854,3378,8/2/2012,Homo sapiens,China,M,KR017816,1724,41123,Homo sapiens,China,S
KR017834,6368,6/3/2012,Homo sapiens,ZJZHSH-XAM/China/06/2012,China,L,KR017853,3378,6/3/2012,Homo sapiens,China,M,KR017815,1724,41063,Homo sapiens,China,S
KR017841,6368,6/23/2012,Homo sapiens,ZJZHSH-YJX/China/06/2012,China,L,KR017860,3378,6/23/2012,Homo sapiens,China,M,KR017822,1724,41083,Homo sapiens,China,S
KR017832,6368,6/20/2012,Homo sapiens,ZJZHSH-ZLD/China/06/2012,China,L,KR017851,3378,6/20/2012,Homo sapiens,China,M,KR017813,1724,41080,Homo sapiens,China,S
KR017837,6368,6/20/2012,Homo sapiens,ZJZHSH-ZLN/China/06/2012,China,L,KR017856,3378,6/20/2012,Homo sapiens,China,M,KR017818,1724,41080,Homo sapiens,China,S
KU361343,6368,1/1/2013,Homo sapiens,ZL13-32,China,L,KU361342,3369,1/1/2013,Homo sapiens,China,M,KU361341,1745,41275,Homo sapiens,China,S
m10317_S14_L_Seg,6368,5/17/2020,Homo sapiens,m10317_S14,Thailand,L,m10317_S14_M_Segment,3396,5/17/2020,Homo sapiens,Thailand,M,m10317_S14_SegmentS,1745,43968,Homo sapiens,Thailand,S
LC325234,6367,7/4/2017,Acinonyx jubatus (Cheetah),SkrP/2017,Japan,L,LC325236,3378,7/4/2017,Acinonyx jubatus (Cheetah),Japan,M,LC325238,1746,42920,Acinonyx jubatus (Cheetah),Japan,S
MK513912,6366,8/15/2015,Homo sapiens,HB2015-19,"China: Hubei, Yichang",L,MK513911,3378,8/15/2015,Homo sapiens,"China: Hubei, Yichang",M,MK513910,1744,42231,Homo sapiens,"China: Hubei, Yichang",S
MK513927,6366,5/10/2015,Homo sapiens,HB2015-34,"China: Hubei, Huanggang, Hongan",L,MK513926,3378,5/10/2015,Homo sapiens,"China: Hubei, Huanggang, Hongan",M,MK513925,1745,42134,Homo sapiens,"China: Hubei, Huanggang, Hongan",S
LC325235,6365,7/30/2017,Acinonyx jubatus (Cheetah),ArtSp/2017,Japan,L,LC325237,3378,7/30/2017,Acinonyx jubatus (Cheetah),Japan,M,LC325239,1746,42946,Acinonyx jubatus (Cheetah),Japan,S
MZ363633,6363,11/2/2020,NA,IP551,South Korea,L,MZ352108,3377,11/2/2020,feline,South Korea,M,MZ342903,1741,44137,feline,South Korea,S
MW021168,6360,1/1/2020,Homo sapiens,2020_168,China,L,MW021169,3378,1/1/2020,Homo sapiens,China,M,MW021170,1716,43831,Homo sapiens,China,S
MT232962,6360,5/1/2019,Homo sapiens,LNHDG2019-6,"China: Liaoning Province, Donggang",L,MT232961,3379,5/1/2019,Homo sapiens,"China: Liaoning Province, Donggang",M,MT232960,1746,43586,Homo sapiens,"China: Liaoning Province, Donggang",S
MK513918,6359,7/12/2015,Homo sapiens,HB2015-25,"China: Hubei, Huanggang, Macheng",L,MK513917,3378,7/12/2015,Homo sapiens,"China: Hubei, Huanggang, Macheng",M,MK513916,1744,42197,Homo sapiens,"China: Hubei, Huanggang, Macheng",S
MK413197,6351,10/21/2017,Hydropotes inermis agyropus,17WD333,South Korea,L,MK413198,3289,10/21/2017,Hydropotes inermis agyropus,South Korea,M,MK413199,1718,43029,Hydropotes inermis agyropus,South Korea,S
LC579711,6349,6/13/2014,Procyon lotor,SRH187,Japan,L,LC579710,3355,6/13/2014,Procyon lotor,Japan,M,LC579709,1722,41803,Procyon lotor,Japan,S
OP312999,6348,4/1/2016,Ticks,SZW1604,China,L,OP313000,3358,4/1/2016,Ticks,China,M,OP313001,1729,42461,Ticks,China,S
MW721874,6347,1/1/2019,Haemaphysalis longicornis,SFTSV/LTSL1,China,L,MW721876,3359,1/1/2019,Haemaphysalis longicornis,China,M,MW721878,1709,43466,Haemaphysalis longicornis,China,S
LC579714,6345,6/13/2014,Procyon lotor,SRH186,Japan,L,LC579713,3358,6/13/2014,Procyon lotor,Japan,M,LC579712,1709,41803,Procyon lotor,Japan,S
LC579720,6345,12/9/2013,Procyon lotor,TNB1590,Japan,L,LC579719,3346,12/9/2013,Procyon lotor,Japan,M,LC579718,1714,41617,Procyon lotor,Japan,S
MW721873,6343,1/1/2019,Haemaphysalis longicornis,SFTSV/LTBMH3,China,L,MW721875,3358,1/1/2019,Haemaphysalis longicornis,China,M,MW721877,1706,43466,Haemaphysalis longicornis,China,S
LC549339,6333,5/1/2019,Homo sapiens,1981_TKY,Japan,L,LC549338,3328,5/1/2019,Homo sapiens,Japan,M,LC549337,1693,43586,Homo sapiens,Japan,S
MN910270,6332,11/4/2019,Homo sapiens,TP1910a,Taiwan,L,MN830174,3340,11/4/2019,Homo sapiens,Taiwan,M,MN830173,1704,43773,Homo sapiens,Taiwan,S
MN329150,6330,1/1/2015,Homo sapiens,2015-JJ01,South Korea,L,MN329149,3333,1/1/2015,Homo sapiens,South Korea,M,MN329148,1746,42005,Homo sapiens,South Korea,S
LC579717,6328,11/19/2013,Procyon lotor,TNB1580,Japan,L,LC579716,3339,11/19/2013,Procyon lotor,Japan,M,LC579715,1710,41597,Procyon lotor,Japan,S
MF357030,6325,3/30/2016,Homo sapiens,DanDong292,China,L,MF357016,3279,3/30/2016,Homo sapiens,China,M,MF357023,1703,42459,Homo sapiens,China,S
LC570801,6324,6/18/2019,Canis lupus familiaris,N100,Japan,L,LC570800,3333,6/18/2019,Canis lupus familiaris,Japan,M,LC570799,1697,43634,Canis lupus familiaris,Japan,S
LC663822,6324,5/22/2021,Felis silvestris catus,SFTSV/cat/1/Kochi/2021,Japan:Kochi,L,LC663821,3333,5/22/2021,Felis silvestris catus,Japan:Kochi,M,LC663820,1697,44338,Felis silvestris catus,Japan:Kochi,S
LC663819,6324,6/5/2021,Homo sapiens,SFTSV/human/1/Kochi/2021,Japan:Kochi,L,LC663818,3333,6/5/2021,Homo sapiens,Japan:Kochi,M,LC663817,1697,44352,Homo sapiens,Japan:Kochi,S
LC570786,6324,6/6/2018,Canis lupus familiaris,Ydog34,Japan,L,LC570785,3333,6/6/2018,Canis lupus familiaris,Japan,M,LC570784,1697,43257,Canis lupus familiaris,Japan,S
LC570789,6324,8/29/2018,Canis lupus familiaris,Ydog39,Japan,L,LC570788,3333,8/29/2018,Canis lupus familiaris,Japan,M,LC570787,1697,43341,Canis lupus familiaris,Japan,S
LC570792,6324,4/2/2019,Canis lupus familiaris,Ydog59,Japan,L,LC570791,3332,4/2/2019,Canis lupus familiaris,Japan,M,LC570790,1697,43557,Canis lupus familiaris,Japan,S
LC570795,6324,4/25/2019,Canis lupus familiaris,Ydog63,Japan,L,LC570794,3333,4/25/2019,Canis lupus familiaris,Japan,M,LC570793,1697,43580,Canis lupus familiaris,Japan,S
LC570798,6324,5/16/2019,Canis lupus familiaris,Ydog70,Japan,L,LC570797,3333,5/16/2019,Canis lupus familiaris,Japan,M,LC570796,1697,43601,Canis lupus familiaris,Japan,S
MF357029,6322,3/30/2016,Homo sapiens,DanDong273,China,L,MF357015,3279,3/30/2016,Homo sapiens,China,M,MF357022,1714,42459,Homo sapiens,China,S
OM179922,6320,7/26/2019,dog,IP46,South Korea: Chungju,L,OM179920,3361,7/26/2019,dog,South Korea: Chungju,M,OL773687,1725,43672,dog,South Korea: Chungju,S
MW021165,6311,1/1/2018,Homo sapiens,2018_154,China,L,MW021166,3327,1/1/2018,Homo sapiens,China,M,MW021167,1690,43101,Homo sapiens,China,S
MF357031,6309,3/30/2016,Homo sapiens,QingDao018,China,L,MF357017,3254,3/30/2016,Homo sapiens,China,M,MF357024,1690,42459,Homo sapiens,China,S
MF357032,6309,3/30/2016,Homo sapiens,TaiAn036,China,L,MF357018,3254,3/30/2016,Homo sapiens,China,M,MF357025,1690,42459,Homo sapiens,China,S
MF357033,6309,3/30/2016,Homo sapiens,TaiAn038,China,L,MF357019,3263,3/30/2016,Homo sapiens,China,M,MF357026,1690,42459,Homo sapiens,China,S
MF357027,6308,3/30/2016,Homo sapiens,DanDong202,China,L,MF357013,3279,3/30/2016,Homo sapiens,China,M,MF357020,1715,42459,Homo sapiens,China,S
KY848825,6295,1/1/2014,Homo sapiens,SFTSV_JX2013,China: Jiangxi,L,KY848826,3332,1/1/2014,Homo sapiens,China: Jiangxi,M,KY848827,1717,41640,Homo sapiens,China: Jiangxi,S
MF357028,6288,3/30/2016,Homo sapiens,DanDong203,China,L,MF357014,3279,3/30/2016,Homo sapiens,China,M,MF357021,1668,42459,Homo sapiens,China,S
LC516196,6286,10/1/2019,Haemaphysalis longicornis,JNU-1,South Korea,L,LC516197,3299,10/1/2019,Haemaphysalis longicornis,South Korea,M,LC516198,1642,43739,Haemaphysalis longicornis,South Korea,S
MG736994,6255,7/1/2014,Homo sapiens,14KS22,South Korea,L,MG737103,3222,7/1/2014,Homo sapiens,South Korea,M,MG737211,1674,41821,Homo sapiens,South Korea,S
MG736995,6255,7/1/2014,Homo sapiens,14KS25,South Korea,L,MG737104,3222,7/1/2014,Homo sapiens,South Korea,M,MG737212,1674,41821,Homo sapiens,South Korea,S
MG736996,6255,7/1/2014,Homo sapiens,14KS27,South Korea,L,MG737105,3222,7/1/2014,Homo sapiens,South Korea,M,MG737213,1674,41821,Homo sapiens,South Korea,S
MG736997,6255,7/1/2014,Homo sapiens,14KS30,South Korea,L,MG737106,3222,7/1/2014,Homo sapiens,South Korea,M,MG737214,1674,41821,Homo sapiens,South Korea,S
MG736998,6255,8/1/2014,Homo sapiens,14KS33,South Korea,L,MG737107,3222,8/1/2014,Homo sapiens,South Korea,M,MG737215,1674,41852,Homo sapiens,South Korea,S
MG736999,6255,8/1/2014,Homo sapiens,14KS35,South Korea,L,MG737108,3222,8/1/2014,Homo sapiens,South Korea,M,MG737216,1674,41852,Homo sapiens,South Korea,S
MG737000,6255,8/1/2014,Homo sapiens,14KS38,South Korea,L,MG737109,3222,8/1/2014,Homo sapiens,South Korea,M,MG737217,1674,41852,Homo sapiens,South Korea,S
MG737001,6255,8/1/2014,Homo sapiens,14KS39,South Korea,L,MG737110,3222,8/1/2014,Homo sapiens,South Korea,M,MG737218,1674,41852,Homo sapiens,South Korea,S
MG737002,6255,8/1/2014,Homo sapiens,14KS42,South Korea,L,MG737111,3222,8/1/2014,Homo sapiens,South Korea,M,MG737219,1674,41852,Homo sapiens,South Korea,S
MG737003,6255,9/1/2014,Homo sapiens,14KS44,South Korea,L,MG737112,3222,9/1/2014,Homo sapiens,South Korea,M,MG737220,1674,41883,Homo sapiens,South Korea,S
MG737004,6255,9/1/2014,Homo sapiens,14KS46,South Korea,L,MG737113,3222,9/1/2014,Homo sapiens,South Korea,M,MG737221,1674,41883,Homo sapiens,South Korea,S
MG737005,6255,9/1/2014,Homo sapiens,14KS47,South Korea,L,MG737114,3222,9/1/2014,Homo sapiens,South Korea,M,MG737222,1674,41883,Homo sapiens,South Korea,S
MG737006,6255,9/1/2014,Homo sapiens,"14KS48,49",South Korea,L,MG737115,3222,9/1/2014,Homo sapiens,South Korea,M,MG737223,1674,41883,Homo sapiens,South Korea,S
MG737007,6255,10/1/2014,Homo sapiens,14KS52,South Korea,L,MG737116,3222,10/1/2014,Homo sapiens,South Korea,M,MG737224,1674,41913,Homo sapiens,South Korea,S
MG737008,6255,9/1/2014,Homo sapiens,"14KS53,55",South Korea,L,MG737117,3222,9/1/2014,Homo sapiens,South Korea,M,MG737225,1674,41883,Homo sapiens,South Korea,S
MG737009,6255,9/1/2014,Homo sapiens,14KS58,South Korea,L,MG737118,3222,9/1/2014,Homo sapiens,South Korea,M,MG737226,1674,41883,Homo sapiens,South Korea,S
MG737010,6255,10/1/2014,Homo sapiens,14KS62,South Korea,L,MG737119,3222,10/1/2014,Homo sapiens,South Korea,M,MG737227,1674,41913,Homo sapiens,South Korea,S
MG737011,6255,10/1/2014,Homo sapiens,14KS64,South Korea,L,MG737120,3222,10/1/2014,Homo sapiens,South Korea,M,MG737228,1674,41913,Homo sapiens,South Korea,S
MG737012,6255,10/1/2014,Homo sapiens,14KS72,South Korea,L,MG737121,3222,10/1/2014,Homo sapiens,South Korea,M,MG737229,1674,41913,Homo sapiens,South Korea,S
MG737013,6255,10/1/2014,Homo sapiens,14KS73,South Korea,L,MG737122,3222,10/1/2014,Homo sapiens,South Korea,M,MG737230,1674,41913,Homo sapiens,South Korea,S
MG737017,6255,5/1/2015,Homo sapiens,15KS10,South Korea,L,MG737126,3222,5/1/2015,Homo sapiens,South Korea,M,MG737234,1674,42125,Homo sapiens,South Korea,S
MG737020,6255,6/1/2015,Homo sapiens,15KS16,South Korea,L,MG737129,3222,6/1/2015,Homo sapiens,South Korea,M,MG737237,1674,42156,Homo sapiens,South Korea,S
MG737021,6255,6/1/2015,Homo sapiens,15KS19,South Korea,L,MG737130,3222,6/1/2015,Homo sapiens,South Korea,M,MG737238,1674,42156,Homo sapiens,South Korea,S
MG737022,6255,7/1/2015,Homo sapiens,15KS20,South Korea,L,MG737131,3222,7/1/2015,Homo sapiens,South Korea,M,MG737239,1674,42186,Homo sapiens,South Korea,S
MG737023,6255,7/1/2015,Homo sapiens,15KS23,South Korea,L,MG737132,3222,7/1/2015,Homo sapiens,South Korea,M,MG737240,1674,42186,Homo sapiens,South Korea,S
MG737024,6255,7/1/2015,Homo sapiens,15KS25,South Korea,L,MG737133,3222,7/1/2015,Homo sapiens,South Korea,M,MG737241,1674,42186,Homo sapiens,South Korea,S
MG737025,6255,7/1/2015,Homo sapiens,15KS26,South Korea,L,MG737134,3222,7/1/2015,Homo sapiens,South Korea,M,MG737242,1674,42186,Homo sapiens,South Korea,S
MG737026,6255,7/1/2015,Homo sapiens,15KS28,South Korea,L,MG737135,3222,7/1/2015,Homo sapiens,South Korea,M,MG737243,1674,42186,Homo sapiens,South Korea,S
MG737027,6255,7/1/2015,Homo sapiens,15KS29,South Korea,L,MG737136,3222,7/1/2015,Homo sapiens,South Korea,M,MG737244,1674,42186,Homo sapiens,South Korea,S
MG737028,6255,7/1/2015,Homo sapiens,15KS31,South Korea,L,MG737137,3222,7/1/2015,Homo sapiens,South Korea,M,MG737245,1674,42186,Homo sapiens,South Korea,S
MG737029,6255,7/1/2015,Homo sapiens,15KS33,South Korea,L,MG737138,3222,7/1/2015,Homo sapiens,South Korea,M,MG737246,1674,42186,Homo sapiens,South Korea,S
MG737014,6255,5/1/2015,Homo sapiens,15KS5,South Korea,L,MG737123,3222,5/1/2015,Homo sapiens,South Korea,M,MG737231,1674,42125,Homo sapiens,South Korea,S
MG737030,6255,8/1/2015,Homo sapiens,15KS50,South Korea,L,MG737139,3222,8/1/2015,Homo sapiens,South Korea,M,MG737247,1674,42217,Homo sapiens,South Korea,S
MG737033,6255,9/1/2015,Homo sapiens,15KS57,South Korea,L,MG737142,3222,9/1/2015,Homo sapiens,South Korea,M,MG737250,1674,42248,Homo sapiens,South Korea,S
MG737034,6255,9/1/2015,Homo sapiens,15KS59,South Korea,L,MG737143,3222,9/1/2015,Homo sapiens,South Korea,M,MG737251,1674,42248,Homo sapiens,South Korea,S
MG737035,6255,10/1/2015,Homo sapiens,15KS61,South Korea,L,MG737144,3222,10/1/2015,Homo sapiens,South Korea,M,MG737252,1674,42278,Homo sapiens,South Korea,S
MG737036,6255,9/1/2015,Homo sapiens,15KS62,South Korea,L,MG737145,3222,9/1/2015,Homo sapiens,South Korea,M,MG737253,1674,42248,Homo sapiens,South Korea,S
MG737037,6255,9/1/2015,Homo sapiens,15KS64,South Korea,L,MG737146,3222,9/1/2015,Homo sapiens,South Korea,M,MG737254,1674,42248,Homo sapiens,South Korea,S
MG737038,6255,9/1/2015,Homo sapiens,15KS67,South Korea,L,MG737147,3222,9/1/2015,Homo sapiens,South Korea,M,MG737255,1674,42248,Homo sapiens,South Korea,S
MG737039,6255,10/1/2015,Homo sapiens,15KS71,South Korea,L,MG737148,3222,10/1/2015,Homo sapiens,South Korea,M,MG737256,1674,42278,Homo sapiens,South Korea,S
MG737040,6255,10/1/2015,Homo sapiens,15KS72,South Korea,L,MG737149,3222,10/1/2015,Homo sapiens,South Korea,M,MG737257,1674,42278,Homo sapiens,South Korea,S
MG737041,6255,10/1/2015,Homo sapiens,15KS73,South Korea,L,MG737150,3222,10/1/2015,Homo sapiens,South Korea,M,MG737258,1674,42278,Homo sapiens,South Korea,S
MG737043,6255,10/1/2015,Homo sapiens,15KS74,South Korea,L,MG737152,3222,10/1/2015,Homo sapiens,South Korea,M,MG737260,1674,42278,Homo sapiens,South Korea,S
MG737044,6255,11/1/2015,Homo sapiens,15KS77,South Korea,L,MG737153,3222,11/1/2015,Homo sapiens,South Korea,M,MG737261,1674,42309,Homo sapiens,South Korea,S
MG737015,6255,5/1/2015,Homo sapiens,15KS8,South Korea,L,MG737124,3222,5/1/2015,Homo sapiens,South Korea,M,MG737232,1674,42125,Homo sapiens,South Korea,S
MG737016,6255,5/1/2015,Homo sapiens,15KS9,South Korea,L,MG737125,3222,5/1/2015,Homo sapiens,South Korea,M,MG737233,1674,42125,Homo sapiens,South Korea,S
MG737031,6255,9/1/2015,Homo sapiens,15MS104,South Korea,L,MG737140,3222,9/1/2015,Homo sapiens,South Korea,M,MG737248,1674,42248,Homo sapiens,South Korea,S
MG737042,6255,10/1/2015,Homo sapiens,15MS132,South Korea,L,MG737151,3222,10/1/2015,Homo sapiens,South Korea,M,MG737259,1674,42278,Homo sapiens,South Korea,S
MG737018,6255,6/1/2015,Homo sapiens,15MS31,South Korea,L,MG737127,3222,6/1/2015,Homo sapiens,South Korea,M,MG737235,1674,42156,Homo sapiens,South Korea,S
MG737019,6255,6/1/2015,Homo sapiens,15MS32,South Korea,L,MG737128,3222,6/1/2015,Homo sapiens,South Korea,M,MG737236,1674,42156,Homo sapiens,South Korea,S
MG737067,6255,10/1/2016,Homo sapiens,16KS100,South Korea,L,MG737176,3222,10/1/2016,Homo sapiens,South Korea,M,MG737284,1674,42644,Homo sapiens,South Korea,S
MG920819,6255,6/1/2015,Homo sapiens,15KS15,South Korea,L,MG920820,3222,6/1/2015,Homo sapiens,South Korea,M,MG920821,1674,42156,Homo sapiens,South Korea,S
MG737074,6255,10/1/2016,Homo sapiens,16KS104,South Korea,L,MG737183,3222,10/1/2016,Homo sapiens,South Korea,M,MG737291,1674,42644,Homo sapiens,South Korea,S
MG737075,6255,10/1/2016,Homo sapiens,16KS108,South Korea,L,MG737184,3222,10/1/2016,Homo sapiens,South Korea,M,MG737292,1674,42644,Homo sapiens,South Korea,S
MG737076,6255,10/1/2016,Homo sapiens,16KS112,South Korea,L,MG737185,3222,10/1/2016,Homo sapiens,South Korea,M,MG737293,1674,42644,Homo sapiens,South Korea,S
MG737077,6255,10/1/2016,Homo sapiens,16KS115,South Korea,L,MG737186,3222,10/1/2016,Homo sapiens,South Korea,M,MG737294,1674,42644,Homo sapiens,South Korea,S
MG737078,6255,10/1/2016,Homo sapiens,16KS116,South Korea,L,MG737187,3222,10/1/2016,Homo sapiens,South Korea,M,MG737295,1674,42644,Homo sapiens,South Korea,S
MG737079,6255,9/1/2016,Homo sapiens,16KS126,South Korea,L,MG737188,3222,9/1/2016,Homo sapiens,South Korea,M,MG737296,1674,42614,Homo sapiens,South Korea,S
MG737080,6255,11/1/2016,Homo sapiens,16KS128,South Korea,L,MG737189,3222,11/1/2016,Homo sapiens,South Korea,M,MG737297,1674,42675,Homo sapiens,South Korea,S
MG737081,6255,11/1/2016,Homo sapiens,16KS129,South Korea,L,MG737190,3222,11/1/2016,Homo sapiens,South Korea,M,MG737298,1674,42675,Homo sapiens,South Korea,S
MG737045,6255,8/1/2016,Homo sapiens,16KS54,South Korea,L,MG737154,3222,8/1/2016,Homo sapiens,South Korea,M,MG737262,1674,42583,Homo sapiens,South Korea,S
MG737046,6255,8/1/2016,Homo sapiens,16KS55,South Korea,L,MG737155,3222,8/1/2016,Homo sapiens,South Korea,M,MG737263,1674,42583,Homo sapiens,South Korea,S
MG737048,6255,8/1/2016,Homo sapiens,16KS62,South Korea,L,MG737157,3222,8/1/2016,Homo sapiens,South Korea,M,MG737265,1674,42583,Homo sapiens,South Korea,S
MG737049,6255,8/1/2016,Homo sapiens,16KS63,South Korea,L,MG737158,3222,8/1/2016,Homo sapiens,South Korea,M,MG737266,1674,42583,Homo sapiens,South Korea,S
MG737051,6255,9/1/2016,Homo sapiens,16KS71,South Korea,L,MG737160,3222,9/1/2016,Homo sapiens,South Korea,M,MG737268,1674,42614,Homo sapiens,South Korea,S
MG737053,6255,9/1/2016,Homo sapiens,16KS77,South Korea,L,MG737162,3222,9/1/2016,Homo sapiens,South Korea,M,MG737270,1674,42614,Homo sapiens,South Korea,S
MG737054,6255,9/1/2016,Homo sapiens,16KS80,South Korea,L,MG737163,3222,9/1/2016,Homo sapiens,South Korea,M,MG737271,1674,42614,Homo sapiens,South Korea,S
MG737055,6255,9/1/2016,Homo sapiens,16KS83,South Korea,L,MG737164,3222,9/1/2016,Homo sapiens,South Korea,M,MG737272,1674,42614,Homo sapiens,South Korea,S
MG737056,6255,10/1/2016,Homo sapiens,16KS85,South Korea,L,MG737165,3222,10/1/2016,Homo sapiens,South Korea,M,MG737273,1674,42644,Homo sapiens,South Korea,S
MG737057,6255,10/1/2016,Homo sapiens,16KS86,South Korea,L,MG737166,3222,10/1/2016,Homo sapiens,South Korea,M,MG737274,1674,42644,Homo sapiens,South Korea,S
MG737058,6255,9/1/2016,Homo sapiens,16KS89,South Korea,L,MG737167,3222,9/1/2016,Homo sapiens,South Korea,M,MG737275,1674,42614,Homo sapiens,South Korea,S
MG737059,6255,10/1/2016,Homo sapiens,16KS92,South Korea,L,MG737168,3222,10/1/2016,Homo sapiens,South Korea,M,MG737276,1674,42644,Homo sapiens,South Korea,S
MG737066,6255,10/1/2016,Homo sapiens,16KS96,South Korea,L,MG737175,3222,10/1/2016,Homo sapiens,South Korea,M,MG737283,1674,42644,Homo sapiens,South Korea,S
MG737047,6255,8/1/2016,Homo sapiens,16MS239,South Korea,L,MG737156,3222,8/1/2016,Homo sapiens,South Korea,M,MG737264,1674,42583,Homo sapiens,South Korea,S
